id,time,inference_of_emotion
1209,12:21:20,neutral
1210,12:21:30,neutral
1211,12:21:40,neutral
1212,12:21:50,happy
1213,12:22:00,happy
1214,12:22:10,neutral
1215,12:22:20,disgust
1216,12:22:30,neutral
1217,12:22:40,disgust
1218,12:22:50,angry
1219,12:23:00,angry
1220,12:23:10,happy
1221,12:23:20,happy
1222,12:23:30,neutral
1223,12:23:40,sad
1224,12:23:50,happy
1225,12:24:00,happy
1226,12:24:10,happy
1227,12:24:20,sad
1228,12:24:30,angry
1229,12:24:40,angry
1230,12:24:50,angry
1231,12:25:00,disgust
1232,12:25:10,disgust
1233,12:25:20,disgust
1234,12:25:30,angry
1235,12:25:40,happy
1236,12:25:50,angry
1237,12:26:00,sad
1238,12:26:10,sad
1239,12:26:20,happy
1240,12:26:30,happy
1241,12:26:40,disgust
1242,12:26:50,disgust
1243,12:27:00,sad
1244,12:27:10,disgust
1245,12:27:20,neutral
1246,12:27:30,happy
1247,12:27:40,neutral
1248,12:27:50,disgust
1249,12:28:00,happy
1250,12:28:10,happy
1251,12:28:20,happy
1252,12:28:30,neutral
1253,12:28:40,disgust
1254,12:28:50,angry
1255,12:29:00,neutral
1256,12:29:10,happy
1257,12:29:20,angry
1258,12:29:30,angry
1259,12:29:40,sad
1260,12:29:50,angry
1261,12:30:00,sad
1262,12:30:10,sad
1263,12:30:20,sad
1264,12:30:30,neutral
1265,12:30:40,sad
1266,12:30:50,happy
1267,12:31:00,sad
1268,12:31:10,sad
1269,12:31:20,happy
1270,12:31:30,neutral
1271,12:31:40,sad
1272,12:31:50,angry
1273,12:32:00,happy
1274,12:32:10,happy
1275,12:32:20,angry
1276,12:32:30,happy
1277,12:32:40,sad
1278,12:32:50,sad
1279,12:33:00,angry
1280,12:33:10,angry
1281,12:33:20,happy
1282,12:33:30,angry
1283,12:33:40,neutral
1284,12:33:50,neutral
1285,12:34:00,neutral
1286,12:34:10,angry
1287,12:34:20,angry
1288,12:34:30,sad
1289,12:34:40,happy
1290,12:34:50,sad
1291,12:35:00,happy
1292,12:35:10,neutral
1293,12:35:20,sad
1294,12:35:30,sad
1295,12:35:40,neutral
1296,12:35:50,disgust
1297,12:36:00,happy
1298,12:36:10,neutral
1299,12:36:20,angry
1300,12:36:30,angry
1301,12:36:40,disgust
1302,12:36:50,disgust
1303,12:37:00,angry
1304,12:37:10,sad
1305,12:37:20,sad
1306,12:37:30,angry
1307,12:37:40,neutral
1308,12:37:50,sad
1309,12:38:00,sad
1310,12:38:10,angry
1311,12:38:20,neutral
1312,12:38:30,neutral
1313,12:38:40,happy
1314,12:38:50,happy
1315,12:39:00,sad
1316,12:39:10,happy
1317,12:39:20,disgust
1318,12:39:30,angry
1319,12:39:40,disgust
1320,12:39:50,neutral
1321,12:40:00,angry
1322,12:40:10,angry
1323,12:40:20,sad
1324,12:40:30,angry
1325,12:40:40,happy
1326,12:40:50,happy
1327,12:41:00,sad
1328,12:41:10,sad
1329,12:41:20,neutral
1330,12:41:30,angry
1331,12:41:40,neutral
1332,12:41:50,neutral
1333,12:42:00,neutral
1334,12:42:10,disgust
1335,12:42:20,happy
1336,12:42:30,angry
1337,12:42:40,neutral
1338,12:42:50,angry
1339,12:43:00,disgust
1340,12:43:10,happy
1341,12:43:20,happy
1342,12:43:30,disgust
1343,12:43:40,angry
1344,12:43:50,disgust
1345,12:44:00,sad
1346,12:44:10,sad
1347,12:44:20,angry
1348,12:44:30,sad
1349,12:44:40,happy
1350,12:44:50,angry
1351,12:45:00,disgust
1352,12:45:10,neutral
1353,12:45:20,neutral
1354,12:45:30,disgust
1355,12:45:40,sad
1356,12:45:50,neutral
1357,12:46:00,disgust
1358,12:46:10,sad
1359,12:46:20,angry
1360,12:46:30,disgust
1361,12:46:40,disgust
1362,12:46:50,angry
1363,12:47:00,happy
1364,12:47:10,happy
1365,12:47:20,sad
1366,12:47:30,sad
1367,12:47:40,neutral
1368,12:47:50,happy
1369,12:48:00,neutral
1370,12:48:10,angry
1371,12:48:20,disgust
1372,12:48:30,angry
1373,12:48:40,angry
1374,12:48:50,neutral
1375,12:49:00,happy
1376,12:49:10,neutral
1377,12:49:20,disgust
1378,12:49:30,angry
1379,12:49:40,happy
1380,12:49:50,sad
1381,12:50:00,happy
1382,12:50:10,happy
1383,12:50:20,disgust
1384,12:50:30,sad
1385,12:50:40,neutral
1386,12:50:50,happy
1387,12:51:00,angry
1388,12:51:10,sad
1389,12:51:20,happy
1390,12:51:30,disgust
1391,12:51:40,angry
1392,12:51:50,angry
1393,12:52:00,disgust
1394,12:52:10,neutral
1395,12:52:20,angry
1396,12:52:30,sad
1397,12:52:40,happy
1398,12:52:50,angry
1399,12:53:00,disgust
1400,12:53:10,neutral
1401,12:53:20,happy
1402,12:53:30,neutral
1403,12:53:40,happy
1404,12:53:50,sad
1405,12:54:00,angry
1406,12:54:10,neutral
1407,12:54:20,sad
1408,12:54:30,happy
1409,12:54:40,neutral
1410,12:54:50,angry
1411,12:55:00,neutral
1412,12:55:10,angry
1413,12:55:20,angry
1414,12:55:30,sad
1415,12:55:40,angry
1416,12:55:50,happy
1417,12:56:00,angry
1418,12:56:10,neutral
1419,12:56:20,sad
1420,12:56:30,happy
1421,12:56:40,happy
1422,12:56:50,angry
1423,12:57:00,happy
1424,12:57:10,angry
1425,12:57:20,disgust
1426,12:57:30,sad
1427,12:57:40,angry
1428,12:57:50,happy
1429,12:58:00,sad
1430,12:58:10,disgust
1431,12:58:20,happy
1432,12:58:30,angry
1433,12:58:40,happy
1434,12:58:50,disgust
1435,12:59:00,angry
1436,12:59:10,disgust
1437,12:59:20,angry
1438,12:59:30,disgust
1439,12:59:40,happy
1440,12:59:50,neutral
1441,13:00:00,neutral
1442,13:00:10,neutral
1443,13:00:20,disgust
1444,13:00:30,happy
1445,13:00:40,neutral
1446,13:00:50,neutral
1447,13:01:00,neutral
1448,13:01:10,disgust
1449,13:01:20,angry
1450,13:01:30,angry
1451,13:01:40,neutral
1452,13:01:50,happy
1453,13:02:00,sad
1454,13:02:10,angry
1455,13:02:20,sad
1456,13:02:30,disgust
1457,13:02:40,angry
1458,13:02:50,neutral
1459,13:03:00,happy
1460,13:03:10,sad
1461,13:03:20,sad
1462,13:03:30,neutral
1463,13:03:40,neutral
1464,13:03:50,happy
1465,13:04:00,sad
1466,13:04:10,happy
1467,13:04:20,disgust
1468,13:04:30,sad
1469,13:04:40,sad
1470,13:04:50,happy
1471,13:05:00,disgust
1472,13:05:10,happy
1473,13:05:20,disgust
1474,13:05:30,happy
1475,13:05:40,angry
1476,13:05:50,happy
1477,13:06:00,neutral
1478,13:06:10,sad
1479,13:06:20,disgust
1480,13:06:30,happy
1481,13:06:40,disgust
1482,13:06:50,neutral
1483,13:07:00,angry
1484,13:07:10,disgust
1485,13:07:20,sad
1486,13:07:30,sad
1487,13:07:40,angry
1488,13:07:50,sad
1489,13:08:00,angry
1490,13:08:10,angry
1491,13:08:20,neutral
1492,13:08:30,disgust
1493,13:08:40,happy
1494,13:08:50,disgust
1495,13:09:00,disgust
1496,13:09:10,angry
1497,13:09:20,sad
1498,13:09:30,happy
1499,13:09:40,angry
1500,13:09:50,sad
1501,13:10:00,neutral
1502,13:10:10,neutral
1503,13:10:20,angry
1504,13:10:30,angry
1505,13:10:40,neutral
1506,13:10:50,disgust
1507,13:11:00,angry
1508,13:11:10,neutral
1509,13:11:20,happy
1510,13:11:30,angry
1511,13:11:40,disgust
1512,13:11:50,happy
1513,13:12:00,neutral
1514,13:12:10,sad
1515,13:12:20,angry
1516,13:12:30,disgust
1517,13:12:40,neutral
1518,13:12:50,neutral
1519,13:13:00,happy
1520,13:13:10,happy
1521,13:13:20,happy
1522,13:13:30,happy
1523,13:13:40,disgust
1524,13:13:50,angry
1525,13:14:00,disgust
1526,13:14:10,neutral
1527,13:14:20,neutral
1528,13:14:30,angry
1529,13:14:40,angry
1530,13:14:50,sad
1531,13:15:00,neutral
1532,13:15:10,sad
1533,13:15:20,neutral
1534,13:15:30,sad
1535,13:15:40,sad
1536,13:15:50,happy
1537,13:16:00,happy
1538,13:16:10,sad
1539,13:16:20,disgust
1540,13:16:30,happy
1541,13:16:40,neutral
1542,13:16:50,angry
1543,13:17:00,disgust
1544,13:17:10,neutral
1545,13:17:20,happy
1546,13:17:30,disgust
1547,13:17:40,sad
1548,13:17:50,happy
1549,13:18:00,happy
1550,13:18:10,neutral
1551,13:18:20,angry
1552,13:18:30,happy
1553,13:18:40,disgust
1554,13:18:50,happy
1555,13:19:00,angry
1556,13:19:10,happy
1557,13:19:20,disgust
1558,13:19:30,sad
1559,13:19:40,angry
1560,13:19:50,angry
1561,13:20:00,angry
1562,13:20:10,happy
1563,13:20:20,disgust
1564,13:20:30,sad
1565,13:20:40,happy
1566,13:20:50,sad
1567,13:21:00,happy
1568,13:21:10,happy
1569,13:21:20,happy
1570,13:21:30,happy
1571,13:21:40,disgust
1572,13:21:50,disgust
1573,13:22:00,disgust
1574,13:22:10,angry
1575,13:22:20,neutral
1576,13:22:30,happy
1577,13:22:40,happy
1578,13:22:50,sad
1579,13:23:00,sad
1580,13:23:10,sad
1581,13:23:20,happy
1582,13:23:30,sad
1583,13:23:40,sad
1584,13:23:50,sad
1585,13:24:00,disgust
1586,13:24:10,happy
1587,13:24:20,happy
1588,13:24:30,sad
1589,13:24:40,neutral
1590,13:24:50,neutral
1591,13:25:00,angry
1592,13:25:10,neutral
1593,13:25:20,sad
1594,13:25:30,disgust
1595,13:25:40,sad
1596,13:25:50,angry
1597,13:26:00,sad
1598,13:26:10,angry
1599,13:26:20,sad
1600,13:26:30,angry
1601,13:26:40,sad
1602,13:26:50,sad
1603,13:27:00,sad
1604,13:27:10,happy
1605,13:27:20,angry
1606,13:27:30,happy
1607,13:27:40,neutral
1608,13:27:50,happy
1609,13:28:00,neutral
1610,13:28:10,neutral
1611,13:28:20,angry
1612,13:28:30,neutral
1613,13:28:40,sad
1614,13:28:50,angry
1615,13:29:00,angry
1616,13:29:10,angry
1617,13:29:20,happy
1618,13:29:30,sad
1619,13:29:40,angry
1620,13:29:50,angry
1621,13:30:00,angry
1622,13:30:10,disgust
1623,13:30:20,angry
1624,13:30:30,neutral
1625,13:30:40,neutral
1626,13:30:50,sad
1627,13:31:00,sad
1628,13:31:10,sad
1629,13:31:20,neutral
1630,13:31:30,sad
1631,13:31:40,angry
1632,13:31:50,sad
1633,13:32:00,neutral
1634,13:32:10,neutral
1635,13:32:20,happy
1636,13:32:30,sad
1637,13:32:40,angry
1638,13:32:50,sad
1639,13:33:00,angry
1640,13:33:10,disgust
1641,13:33:20,disgust
1642,13:33:30,neutral
1643,13:33:40,disgust
1644,13:33:50,happy
1645,13:34:00,sad
1646,13:34:10,disgust
1647,13:34:20,sad
1648,13:34:30,sad
1649,13:34:40,happy
1650,13:34:50,neutral
1651,13:35:00,neutral
1652,13:35:10,neutral
1653,13:35:20,angry
1654,13:35:30,angry
1655,13:35:40,neutral
1656,13:35:50,angry
1657,13:36:00,sad
1658,13:36:10,sad
1659,13:36:20,happy
1660,13:36:30,angry
1661,13:36:40,angry
1662,13:36:50,neutral
1663,13:37:00,sad
1664,13:37:10,sad
1665,13:37:20,angry
1666,13:37:30,angry
1667,13:37:40,sad
1668,13:37:50,happy
1669,13:38:00,neutral
1670,13:38:10,sad
1671,13:38:20,disgust
1672,13:38:30,neutral
1673,13:38:40,disgust
1674,13:38:50,neutral
1675,13:39:00,disgust
1676,13:39:10,sad
1677,13:39:20,neutral
1678,13:39:30,angry
1679,13:39:40,angry
1680,13:39:50,neutral
1681,13:40:00,disgust
1682,13:40:10,neutral
1683,13:40:20,disgust
1684,13:40:30,angry
1685,13:40:40,disgust
1686,13:40:50,neutral
1687,13:41:00,neutral
1688,13:41:10,neutral
1689,13:41:20,happy
1690,13:41:30,sad
1691,13:41:40,angry
1692,13:41:50,happy
1693,13:42:00,angry
1694,13:42:10,happy
1695,13:42:20,neutral
1696,13:42:30,angry
1697,13:42:40,sad
1698,13:42:50,angry
1699,13:43:00,happy
1700,13:43:10,disgust
1701,13:43:20,happy
1702,13:43:30,angry
1703,13:43:40,disgust
1704,13:43:50,sad
1705,13:44:00,happy
1706,13:44:10,neutral
1707,13:44:20,angry
1708,13:44:30,happy
1709,13:44:40,happy
1710,13:44:50,disgust
1711,13:45:00,sad
1712,13:45:10,neutral
1713,13:45:20,happy
1714,13:45:30,disgust
1715,13:45:40,angry
1716,13:45:50,neutral
1717,13:46:00,angry
1718,13:46:10,angry
1719,13:46:20,angry
1720,13:46:30,neutral
1721,13:46:40,happy
1722,13:46:50,sad
1723,13:47:00,happy
1724,13:47:10,happy
1725,13:47:20,angry
1726,13:47:30,neutral
1727,13:47:40,sad
1728,13:47:50,happy
1729,13:48:00,sad
1730,13:48:10,happy
1731,13:48:20,angry
1732,13:48:30,angry
1733,13:48:40,sad
1734,13:48:50,angry
1735,13:49:00,angry
1736,13:49:10,disgust
1737,13:49:20,angry
1738,13:49:30,happy
1739,13:49:40,sad
1740,13:49:50,disgust
1741,13:50:00,disgust
1742,13:50:10,happy
1743,13:50:20,neutral
1744,13:50:30,angry
1745,13:50:40,neutral
1746,13:50:50,neutral
1747,13:51:00,sad
1748,13:51:10,angry
1749,13:51:20,sad
1750,13:51:30,happy
1751,13:51:40,sad
1752,13:51:50,disgust
1753,13:52:00,happy
1754,13:52:10,happy
1755,13:52:20,happy
1756,13:52:30,happy
1757,13:52:40,neutral
1758,13:52:50,happy
1759,13:53:00,neutral
1760,13:53:10,angry
1761,13:53:20,happy
1762,13:53:30,neutral
1763,13:53:40,disgust
1764,13:53:50,happy
1765,13:54:00,angry
1766,13:54:10,happy
1767,13:54:20,sad
1768,13:54:30,disgust
1769,13:54:40,disgust
1770,13:54:50,disgust
1771,13:55:00,sad
1772,13:55:10,neutral
1773,13:55:20,angry
1774,13:55:30,sad
1775,13:55:40,neutral
1776,13:55:50,sad
1777,13:56:00,angry
1778,13:56:10,angry
1779,13:56:20,disgust
1780,13:56:30,happy
1781,13:56:40,neutral
1782,13:56:50,angry
1783,13:57:00,angry
1784,13:57:10,sad
1785,13:57:20,neutral
1786,13:57:30,disgust
1787,13:57:40,angry
1788,13:57:50,angry
1789,13:58:00,neutral
1790,13:58:10,angry
1791,13:58:20,angry
1792,13:58:30,disgust
1793,13:58:40,sad
1794,13:58:50,happy
1795,13:59:00,sad
1796,13:59:10,disgust
1797,13:59:20,neutral
1798,13:59:30,happy
1799,13:59:40,neutral
1800,13:59:50,angry
1801,14:00:00,angry
1802,14:00:10,disgust
1803,14:00:20,angry
1804,14:00:30,angry
1805,14:00:40,neutral
1806,14:00:50,disgust
1807,14:01:00,angry
1808,14:01:10,disgust
1809,14:01:20,angry
1810,14:01:30,happy
1811,14:01:40,neutral
1812,14:01:50,disgust
1813,14:02:00,angry
1814,14:02:10,happy
1815,14:02:20,happy
1816,14:02:30,disgust
1817,14:02:40,neutral
1818,14:02:50,sad
1819,14:03:00,neutral
1820,14:03:10,happy
1821,14:03:20,angry
1822,14:03:30,angry
1823,14:03:40,neutral
1824,14:03:50,neutral
1825,14:04:00,neutral
1826,14:04:10,sad
1827,14:04:20,happy
1828,14:04:30,disgust
1829,14:04:40,angry
1830,14:04:50,disgust
1831,14:05:00,happy
1832,14:05:10,angry
1833,14:05:20,sad
1834,14:05:30,angry
1835,14:05:40,disgust
1836,14:05:50,sad
1837,14:06:00,neutral
1838,14:06:10,neutral
1839,14:06:20,happy
1840,14:06:30,neutral
1841,14:06:40,angry
1842,14:06:50,disgust
1843,14:07:00,sad
1844,14:07:10,disgust
1845,14:07:20,disgust
1846,14:07:30,happy
1847,14:07:40,happy
1848,14:07:50,neutral
1849,14:08:00,neutral
1850,14:08:10,disgust
1851,14:08:20,angry
1852,14:08:30,disgust
1853,14:08:40,angry
1854,14:08:50,happy
1855,14:09:00,neutral
1856,14:09:10,angry
1857,14:09:20,sad
1858,14:09:30,happy
1859,14:09:40,neutral
1860,14:09:50,disgust
1861,14:10:00,neutral
1862,14:10:10,sad
1863,14:10:20,angry
1864,14:10:30,angry
1865,14:10:40,neutral
1866,14:10:50,neutral
1867,14:11:00,sad
1868,14:11:10,neutral
1869,14:11:20,sad
1870,14:11:30,angry
1871,14:11:40,disgust
1872,14:11:50,angry
1873,14:12:00,angry
1874,14:12:10,neutral
1875,14:12:20,disgust
1876,14:12:30,disgust
1877,14:12:40,angry
1878,14:12:50,sad
1879,14:13:00,happy
1880,14:13:10,angry
1881,14:13:20,angry
1882,14:13:30,sad
1883,14:13:40,angry
1884,14:13:50,happy
1885,14:14:00,sad
1886,14:14:10,neutral
1887,14:14:20,happy
1888,14:14:30,neutral
1889,14:14:40,happy
1890,14:14:50,sad
1891,14:15:00,neutral
1892,14:15:10,sad
1893,14:15:20,angry
1894,14:15:30,disgust
1895,14:15:40,neutral
1896,14:15:50,happy
1897,14:16:00,disgust
1898,14:16:10,angry
1899,14:16:20,happy
1900,14:16:30,disgust
1901,14:16:40,neutral
1902,14:16:50,neutral
1903,14:17:00,happy
1904,14:17:10,angry
1905,14:17:20,angry
1906,14:17:30,disgust
1907,14:17:40,happy
1908,14:17:50,sad
1909,14:18:00,disgust
1910,14:18:10,happy
1911,14:18:20,sad
1912,14:18:30,disgust
1913,14:18:40,sad
1914,14:18:50,happy
1915,14:19:00,angry
1916,14:19:10,disgust
1917,14:19:20,disgust
1918,14:19:30,neutral
1919,14:19:40,happy
1920,14:19:50,angry
1921,14:20:00,happy
1922,14:20:10,sad
1923,14:20:20,sad
1924,14:20:30,disgust
1925,14:20:40,sad
1926,14:20:50,angry
1927,14:21:00,angry
1928,14:21:10,neutral
1929,14:21:20,disgust
1930,14:21:30,angry
1931,14:21:40,angry
1932,14:21:50,neutral
1933,14:22:00,disgust
1934,14:22:10,angry
1935,14:22:20,happy
1936,14:22:30,sad
1937,14:22:40,disgust
1938,14:22:50,angry
1939,14:23:00,happy
1940,14:23:10,neutral
1941,14:23:20,neutral
1942,14:23:30,happy
1943,14:23:40,disgust
1944,14:23:50,sad
1945,14:24:00,neutral
1946,14:24:10,angry
1947,14:24:20,angry
1948,14:24:30,happy
1949,14:24:40,disgust
1950,14:24:50,disgust
1951,14:25:00,sad
1952,14:25:10,happy
1953,14:25:20,angry
1954,14:25:30,angry
1955,14:25:40,neutral
1956,14:25:50,disgust
1957,14:26:00,angry
1958,14:26:10,neutral
1959,14:26:20,sad
1960,14:26:30,neutral
1961,14:26:40,sad
1962,14:26:50,disgust
1963,14:27:00,angry
1964,14:27:10,angry
1965,14:27:20,neutral
1966,14:27:30,happy
1967,14:27:40,disgust
1968,14:27:50,sad
1969,14:28:00,happy
1970,14:28:10,disgust
1971,14:28:20,happy
1972,14:28:30,sad
1973,14:28:40,happy
1974,14:28:50,happy
1975,14:29:00,disgust
1976,14:29:10,neutral
1977,14:29:20,sad
1978,14:29:30,neutral
1979,14:29:40,happy
1980,14:29:50,neutral
1981,14:30:00,angry
1982,14:30:10,happy
1983,14:30:20,sad
1984,14:30:30,happy
1985,14:30:40,happy
1986,14:30:50,neutral
1987,14:31:00,happy
1988,14:31:10,angry
1989,14:31:20,sad
1990,14:31:30,disgust
1991,14:31:40,happy
1992,14:31:50,disgust
1993,14:32:00,angry
1994,14:32:10,disgust
1995,14:32:20,neutral
1996,14:32:30,disgust
1997,14:32:40,neutral
1998,14:32:50,happy
1999,14:33:00,neutral
2000,14:33:10,neutral
2001,14:33:20,neutral
2002,14:33:30,happy
2003,14:33:40,disgust
2004,14:33:50,neutral
2005,14:34:00,neutral
2006,14:34:10,sad
2007,14:34:20,sad
2008,14:34:30,happy
2009,14:34:40,happy
2010,14:34:50,angry
2011,14:35:00,angry
2012,14:35:10,happy
2013,14:35:20,angry
2014,14:35:30,sad
2015,14:35:40,happy
2016,14:35:50,happy
2017,14:36:00,neutral
2018,14:36:10,happy
2019,14:36:20,sad
2020,14:36:30,disgust
2021,14:36:40,neutral
2022,14:36:50,happy
2023,14:37:00,sad
2024,14:37:10,angry
2025,14:37:20,disgust
2026,14:37:30,happy
2027,14:37:40,neutral
2028,14:37:50,disgust
2029,14:38:00,neutral
2030,14:38:10,neutral
2031,14:38:20,sad
2032,14:38:30,sad
2033,14:38:40,disgust
2034,14:38:50,sad
2035,14:39:00,disgust
2036,14:39:10,neutral
2037,14:39:20,disgust
2038,14:39:30,angry
2039,14:39:40,neutral
2040,14:39:50,happy
2041,14:40:00,sad
2042,14:40:10,neutral
2043,14:40:20,happy
2044,14:40:30,neutral
2045,14:40:40,sad
2046,14:40:50,happy
2047,14:41:00,neutral
2048,14:41:10,disgust
2049,14:41:20,disgust
2050,14:41:30,neutral
2051,14:41:40,disgust
2052,14:41:50,angry
2053,14:42:00,happy
2054,14:42:10,disgust
2055,14:42:20,neutral
2056,14:42:30,disgust
2057,14:42:40,angry
2058,14:42:50,happy
2059,14:43:00,neutral
2060,14:43:10,happy
2061,14:43:20,angry
2062,14:43:30,sad
2063,14:43:40,happy
2064,14:43:50,angry
2065,14:44:00,angry
2066,14:44:10,angry
2067,14:44:20,neutral
2068,14:44:30,sad
2069,14:44:40,neutral
2070,14:44:50,neutral
2071,14:45:00,angry
2072,14:45:10,angry
2073,14:45:20,sad
2074,14:45:30,disgust
2075,14:45:40,sad
2076,14:45:50,happy
2077,14:46:00,happy
2078,14:46:10,happy
2079,14:46:20,neutral
2080,14:46:30,sad
2081,14:46:40,neutral
2082,14:46:50,disgust
2083,14:47:00,sad
2084,14:47:10,neutral
2085,14:47:20,angry
2086,14:47:30,neutral
2087,14:47:40,sad
2088,14:47:50,disgust
2089,14:48:00,disgust
2090,14:48:10,sad
2091,14:48:20,disgust
2092,14:48:30,happy
2093,14:48:40,happy
2094,14:48:50,disgust
2095,14:49:00,angry
2096,14:49:10,neutral
2097,14:49:20,angry
2098,14:49:30,angry
2099,14:49:40,happy
2100,14:49:50,happy
2101,14:50:00,disgust
2102,14:50:10,neutral
2103,14:50:20,disgust
2104,14:50:30,angry
2105,14:50:40,sad
2106,14:50:50,neutral
2107,14:51:00,disgust
2108,14:51:10,neutral
2109,14:51:20,sad
2110,14:51:30,neutral
2111,14:51:40,angry
2112,14:51:50,disgust
2113,14:52:00,happy
2114,14:52:10,sad
2115,14:52:20,happy
2116,14:52:30,angry
2117,14:52:40,neutral
2118,14:52:50,neutral
2119,14:53:00,disgust
2120,14:53:10,sad
2121,14:53:20,happy
2122,14:53:30,neutral
2123,14:53:40,happy
2124,14:53:50,disgust
2125,14:54:00,disgust
2126,14:54:10,disgust
2127,14:54:20,angry
2128,14:54:30,neutral
2129,14:54:40,angry
2130,14:54:50,happy
2131,14:55:00,neutral
2132,14:55:10,disgust
2133,14:55:20,sad
2134,14:55:30,sad
2135,14:55:40,sad
2136,14:55:50,neutral
2137,14:56:00,neutral
2138,14:56:10,neutral
2139,14:56:20,disgust
2140,14:56:30,neutral
2141,14:56:40,neutral
2142,14:56:50,disgust
2143,14:57:00,disgust
2144,14:57:10,sad
2145,14:57:20,happy
2146,14:57:30,disgust
2147,14:57:40,disgust
2148,14:57:50,disgust
2149,14:58:00,disgust
2150,14:58:10,happy
2151,14:58:20,happy
2152,14:58:30,sad
2153,14:58:40,neutral
2154,14:58:50,angry
2155,14:59:00,neutral
2156,14:59:10,disgust
2157,14:59:20,sad
2158,14:59:30,angry
2159,14:59:40,angry
2160,14:59:50,neutral
2161,15:00:00,sad
2162,15:00:10,angry
2163,15:00:20,sad
2164,15:00:30,neutral
2165,15:00:40,angry
2166,15:00:50,sad
2167,15:01:00,sad
2168,15:01:10,neutral
2169,15:01:20,happy
2170,15:01:30,neutral
2171,15:01:40,disgust
2172,15:01:50,happy
2173,15:02:00,happy
2174,15:02:10,angry
2175,15:02:20,neutral
2176,15:02:30,neutral
2177,15:02:40,neutral
2178,15:02:50,disgust
2179,15:03:00,disgust
2180,15:03:10,happy
2181,15:03:20,happy
2182,15:03:30,sad
2183,15:03:40,angry
2184,15:03:50,angry
2185,15:04:00,happy
2186,15:04:10,neutral
2187,15:04:20,sad
2188,15:04:30,happy
2189,15:04:40,happy
2190,15:04:50,sad
2191,15:05:00,neutral
2192,15:05:10,disgust
2193,15:05:20,happy
2194,15:05:30,sad
2195,15:05:40,angry
2196,15:05:50,disgust
2197,15:06:00,sad
2198,15:06:10,disgust
2199,15:06:20,angry
2200,15:06:30,happy
2201,15:06:40,disgust
2202,15:06:50,angry
2203,15:07:00,sad
2204,15:07:10,neutral
2205,15:07:20,neutral
2206,15:07:30,happy
2207,15:07:40,happy
2208,15:07:50,angry
2209,15:08:00,angry
2210,15:08:10,disgust
2211,15:08:20,happy
2212,15:08:30,sad
2213,15:08:40,neutral
2214,15:08:50,sad
2215,15:09:00,sad
2216,15:09:10,sad
2217,15:09:20,happy
2218,15:09:30,sad
2219,15:09:40,neutral
2220,15:09:50,angry
2221,15:10:00,angry
2222,15:10:10,disgust
2223,15:10:20,happy
2224,15:10:30,angry
2225,15:10:40,happy
2226,15:10:50,neutral
2227,15:11:00,angry
2228,15:11:10,happy
2229,15:11:20,angry
2230,15:11:30,neutral
2231,15:11:40,happy
2232,15:11:50,sad
2233,15:12:00,disgust
2234,15:12:10,disgust
2235,15:12:20,angry
2236,15:12:30,angry
2237,15:12:40,sad
2238,15:12:50,happy
2239,15:13:00,angry
2240,15:13:10,angry
2241,15:13:20,neutral
2242,15:13:30,happy
2243,15:13:40,disgust
2244,15:13:50,sad
2245,15:14:00,neutral
2246,15:14:10,angry
2247,15:14:20,neutral
2248,15:14:30,angry
2249,15:14:40,angry
2250,15:14:50,happy
2251,15:15:00,sad
2252,15:15:10,neutral
2253,15:15:20,happy
2254,15:15:30,angry
2255,15:15:40,happy
2256,15:15:50,angry
2257,15:16:00,happy
2258,15:16:10,sad
2259,15:16:20,angry
2260,15:16:30,angry
2261,15:16:40,happy
2262,15:16:50,disgust
2263,15:17:00,sad
2264,15:17:10,sad
2265,15:17:20,angry
2266,15:17:30,sad
2267,15:17:40,neutral
2268,15:17:50,neutral
2269,15:18:00,angry
2270,15:18:10,disgust
2271,15:18:20,neutral
2272,15:18:30,angry
2273,15:18:40,disgust
2274,15:18:50,neutral
2275,15:19:00,disgust
2276,15:19:10,disgust
2277,15:19:20,neutral
2278,15:19:30,angry
2279,15:19:40,neutral
2280,15:19:50,angry
2281,15:20:00,disgust
2282,15:20:10,disgust
2283,15:20:20,sad
2284,15:20:30,neutral
2285,15:20:40,sad
2286,15:20:50,disgust
2287,15:21:00,angry
2288,15:21:10,sad
2289,15:21:20,sad
2290,15:21:30,neutral
2291,15:21:40,disgust
2292,15:21:50,happy
2293,15:22:00,disgust
2294,15:22:10,disgust
2295,15:22:20,happy
2296,15:22:30,happy
2297,15:22:40,happy
2298,15:22:50,disgust
2299,15:23:00,angry
2300,15:23:10,neutral
2301,15:23:20,neutral
2302,15:23:30,happy
2303,15:23:40,happy
2304,15:23:50,angry
2305,15:24:00,happy
2306,15:24:10,angry
2307,15:24:20,happy
2308,15:24:30,disgust
2309,15:24:40,happy
2310,15:24:50,disgust
2311,15:25:00,happy
2312,15:25:10,sad
2313,15:25:20,disgust
2314,15:25:30,sad
2315,15:25:40,neutral
2316,15:25:50,neutral
2317,15:26:00,happy
2318,15:26:10,happy
2319,15:26:20,sad
2320,15:26:30,disgust
2321,15:26:40,angry
2322,15:26:50,disgust
2323,15:27:00,neutral
2324,15:27:10,sad
2325,15:27:20,neutral
2326,15:27:30,sad
2327,15:27:40,angry
2328,15:27:50,sad
2329,15:28:00,angry
2330,15:28:10,disgust
2331,15:28:20,angry
2332,15:28:30,disgust
2333,15:28:40,angry
2334,15:28:50,happy
2335,15:29:00,neutral
2336,15:29:10,sad
2337,15:29:20,happy
